,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,GlobalSales,Global_Sales,player_demographic
12379,12604,Metal Max 4: Gekkou no Diva,3DS,2013-01-01,Role-Playing,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12380,12605,Jumper: Griffin's Story,X360,2008-01-01,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12381,12606,Worms 3D,XB,2003-01-01,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12382,12607,pro evolution soccer 2011,PC,2010-01-01,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12383,12608,Crazy Chicken: Pharaoh's Treasure,DS,2007-01-01,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12384,12609,Arcana Heart 3,PSV,2014-01-01,Fighting,Arc System Works,0.03,0.0,0.02,0.01,0.06,0.0006043756799226,General
12385,12610,Magi: Aratanaru Sekai,3DS,2014-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12386,12611,PoPoLoCrois,PSP,2005-01-01,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12387,12612,Mahouka Koukou no Rettousei: Out of Order,PSV,2014-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12388,12613,Dragon Rage,PS2,2001-01-01,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12389,12614,Lord of Magna: Maiden Heaven,3DS,2014-01-01,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12390,12615,Dig Dug: Digging Strike,DS,2005-01-01,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12391,12616,Dance Sensation!,Wii,2010-01-01,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,0.0006043756799226,General
12392,12617,Brave: A Warrior's Tale,Wii,2009-01-01,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12393,12618,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12394,12619,Raw Danger! (JP sales),PS2,2006-01-01,Action,505 Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12395,12620,Archer Maclean Presents: Pool Paradise,PS2,2004-01-01,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,General
12396,12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12397,12622,Winx Club: Mission Enchantix,DS,2008-01-01,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Casual
12398,12623,Petz Bunnyz Bunch,DS,2011-01-01,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12399,12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007-01-01,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,0.0006043756799226,Hardcore
12400,12625,Backyard Skateboarding 2006,GBA,2004-01-01,Sports,Atari,0.04,0.02,0.0,0.0,0.06,0.0006043756799226,General
12401,12626,Tron 2.0: Killer App,XB,2004-01-01,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12402,12627,Steins;Gate: Hiyoku Renri no Darling,PSP,2012-01-01,Action,5pb,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12403,12629,Gegege no Kitarou: Youkai Daigekisen,DS,2008-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12404,12630,Emblem of Gundam,DS,2008-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12405,12631,The Fast and the Furious,PS2,2006-01-01,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,All Ages
12406,12632,Gem Smashers,Wii,2011-01-01,Platform,Crave Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12407,12633,Super Robot Wars OG: The Moon Dwellers,PS3,2016-01-01,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12408,12634,G-Police: Weapons of Justice,PS,1999-01-01,Action,Psygnosis,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Hardcore
12409,12635,Killing Zone,PS,1996-01-01,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,General
12410,12636,All Kamen Rider: Rider Generation 2,PSP,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12411,12637,Policenauts,3DO,1995-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12412,12638,Adventures of Lolo,NES,1989-01-01,Puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12413,12639,Quiz! Hexagon II,DS,2010-01-01,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12414,12640,Game of Thrones (Telltale),PS3,2015-01-01,Adventure,Telltale Games,0.02,0.03,0.0,0.01,0.06,0.0006043756799226,Casual
12415,12641,Call of Duty: The War Collection,X360,2010-01-01,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12416,12642,Warriors Orochi 2,X360,2008-01-01,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,0.0006043756799226,Hardcore
12417,12643,The History Channel: Battle for the Pacific,X360,2007-01-01,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12418,12644,Racing Gears Advance,GBA,2004-01-01,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,0.0006043756799226,All Ages
12419,12645,Jewel Master: Cradle of Persia,DS,2012-01-01,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,Casual
12420,12646,Project Setsuna,PS4,2016-01-01,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12421,12647,Syphon Filter: Logan's Shadow,PS2,2010-01-01,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12422,12648,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005-01-01,Simulation,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12423,12649,Tiger Woods PGA Tour 08,DS,2007-01-01,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12424,12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008-01-01,Misc,Paon,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12425,12651,Tanjou S Debut,SAT,1996-01-01,Simulation,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12426,12652,Nendoroid Generation,PSP,2012-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12427,12653,Brave: A Warrior's Tale,X360,2009-01-01,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12428,12654,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993-01-01,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12429,12655,Honeycomb Beat,DS,2006-01-01,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12430,12656,Broken Helix,PS,1997-01-01,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Hardcore
12431,12657,The Saboteur,PC,2009-01-01,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,Hardcore
12432,12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12433,12659,Myst III: Exile,XB,2002-01-01,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Casual
12434,12660,Warriors: Legends of Troy,X360,2011-01-01,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06,0.0006043756799226,Hardcore
12435,12661,Hajime no Ippo Portable: Victorious Spirits,PSP,2007-01-01,Fighting,Grand Prix Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12436,12662,Nanostray,DS,2005-01-01,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12437,12663,CMT Presents: Karaoke Revolution Country,PS2,2006-01-01,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,General
12438,12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007-01-01,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12439,12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008-01-01,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12440,12666,Vitamin X to Z,PSP,2011-01-01,Adventure,D3Publisher,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12441,12667,Fatal Frame,XB,2002-01-01,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12442,12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006-01-01,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12443,12670,Urban Chaos: Riot Response,PS2,2006-01-01,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12444,12671,Generation of Chaos,PSP,2005-01-01,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12445,12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12446,12673,Gormiti: The Lords of Nature!,DS,2010-01-01,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12447,12674,The Sims 2: University,PC,2005-01-01,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,0.0006043756799226,General
12448,12675,Pucca Power Up,DS,2011-01-01,Platform,Rising Star Games,0.04,0.02,0.0,0.0,0.06,0.0006043756799226,General
12449,12676,Resident Evil 2,GC,2003-01-01,Action,Capcom,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12450,12677,MLB Power Pros 2008,DS,2008-01-01,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12451,12678,Real Soccer 2009,DS,2008-01-01,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12452,12679,World Championship Athletics,Wii,2009-01-01,Sports,DTP Entertainment,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12453,12680,The Amazing Spider-Man 2 (2014),WiiU,2014-01-01,Action,Activision,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Hardcore
12454,12681,Yomawari,PSV,2015-01-01,Adventure,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12455,12682,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998-01-01,Fighting,SNK,0.0,0.0,0.05,0.0,0.06,0.0006043756799226,General
12456,12683,Jumble Madness,DS,2009-01-01,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12457,12684,Vampire Rain: Altered Species,PS3,2008-01-01,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12458,12685,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016-01-01,Misc,Nippon Columbia,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12459,12686,Harry Potter and the Sorcerer's Stone,PC,2001-01-01,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,0.0006043756799226,Hardcore
12460,12687,Minna no Sukkiri,PSP,2009-01-01,Sports,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12461,12688,Scurge: Hive,DS,2006-01-01,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12462,12689,Catwoman,XB,2004-01-01,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12463,12690,Murdered: Soul Suspect,PC,2014-01-01,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,Hardcore
12464,12691,Romance of the Three Kingdoms 13,PS4,2015-01-01,Action,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,0.0006043756799226,Hardcore
12465,12692,Noddy in Toyland,DS,2011-01-01,Misc,GSP,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12466,12693,Aquarium by DS,DS,2008-01-01,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12467,12694,Utawarerumono: Itsuwari no Kamen,PS4,2015-01-01,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12468,12695,Ride to Hell,X360,2013-01-01,Racing,Deep Silver,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,All Ages
12469,12696,Burning Rangers,SAT,1998-01-01,Platform,Sega,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12470,12697,Mana Khemia: Alchemists of Al-Revis,PS2,2007-01-01,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,General
12471,12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010-01-01,Action,Takara Tomy,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12472,12699,Interplay Sports Baseball 2000,PS,1999-01-01,Sports,Interplay,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,General
12473,12700,Zone of the Enders: The Fist of Mars,GBA,2001-01-01,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,0.0006043756799226,General
12474,12701,Animorphs: Shattered Reality,PS,2000-01-01,Action,Infogrames,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Hardcore
12475,12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992-01-01,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12476,12703,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002-01-01,Sports,DigiCube,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12477,12704,PopStar Guitar,Wii,2008-01-01,Misc,Midway Games,0.03,0.03,0.0,0.01,0.06,0.0006043756799226,General
12478,12705,Mirror's Edge,PC,2009-01-01,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12479,12706,Blade Dancer: Lineage of Light,PSP,2006-01-01,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12480,12707,Terminator 3: Rise of the Machines,GBA,2003-01-01,Action,Atari,0.04,0.02,0.0,0.0,0.06,0.0006043756799226,Hardcore
12481,12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006-01-01,Misc,Sega,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12482,12709,Mayhem 3D,PS3,2011-01-01,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06,0.0006043756799226,All Ages
12483,12710,G1 Jockey 2,PS2,2000-01-01,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12484,12712,Constantine,XB,2005-01-01,Action,SCi,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12485,12713,Chaos Rings III,PSV,2014-01-01,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12486,12714,Tom Clancy's Splinter Cell: Double Agent,GC,2006-01-01,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12487,12715,Senritsu no Stratus,PSP,2011-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12488,12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009-01-01,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12489,12717,Rhapsody: A Musical Adventure,DS,2008-01-01,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12490,12718,Titan Quest,PC,2006-01-01,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,0.0006043756799226,General
12491,12719,Wantame Fortune Channel,DS,2007-01-01,Misc,Capcom,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12492,12720,Evangelion: Jo,PSP,2009-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12493,12721,Bleach: Blade Battlers 2nd,PS2,2007-01-01,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12494,12722,Samurai Jack: The Shadow of Aku,PS2,2004-01-01,Action,Sega,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12495,12723,Kamen Rider Kabuto,PS2,2006-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12496,12724,Men in Black The Series: Crashdown,PS,2001-01-01,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Hardcore
12497,12725,Zero Divide,PS,1995-01-01,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,General
12498,12726,FIFA Street,GC,2005-01-01,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12499,12727,Tsugunai: Atonement,PS2,2001-01-01,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06,0.0006043756799226,General
12500,12728,Rugby World Cup 2015,PS4,2015-01-01,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12501,12729,Lost Kingdoms II,GC,2003-01-01,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12502,12730,Aggressive Inline,GC,2002-01-01,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12503,12731,Nights of Azure,PS4,2015-01-01,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12504,12732,Dungeon Keeper 2,PC,1999-01-01,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,Hardcore
12505,12733,Viewtiful Joe: Red Hot Rumble,GC,2005-01-01,Action,Capcom,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12506,12734,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006-01-01,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12507,12735,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007-01-01,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12508,12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007-01-01,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12509,12737,Pro Yaky? Spirits 2012,PSV,2012-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12510,12738,Samurai Warriors 4: Empires,PS3,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12511,12739,Point Blank DS (US sales),DS,2006-01-01,Shooter,Atari,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Hardcore
12512,12740,FIFA Soccer 06,DS,2005-01-01,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12513,12741,SD Gundam G Generation Wars,Wii,2009-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12514,12742,Broken Sword II: The Smoking Mirror,PS,1997-01-01,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Casual
12515,12743,Pump It Up: Exceed,PS2,2005-01-01,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,General
12516,12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12517,12745,Wreckless: ThE YaKuza MisSiOns,GC,2002-01-01,Racing,Activision,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,All Ages
12518,12746,Doki-Doki Universe,PSV,2013-01-01,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06,0.0006043756799226,Casual
12519,12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007-01-01,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12520,12748,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004-01-01,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,All Ages
12521,12749,Girls RPG: Cinderellife,3DS,2012-01-01,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12522,12750,Dr. Muto,XB,2002-01-01,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12523,12752,Gothic 3,PC,2006-01-01,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12524,12753,Tokyo Twilight Ghost Hunters,PS3,2014-01-01,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,0.0006043756799226,General
12525,12754,Scrabble Blast!,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12526,12755,Dino Pets,DS,2009-01-01,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12527,12756,Fate/Stay Night [Réalta Nua],PSV,2012-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12528,12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010-01-01,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06,0.0006043756799226,Casual
12529,12758,Gintama no Sugoroku,PSP,2013-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Hardcore
12530,12759,Kid Fit Island Resort,Wii,2010-01-01,Sports,Avanquest,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12531,12760,The Lord of the Rings: Aragorn's Quest,PS2,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,Hardcore
12532,12761,Roogoo Twisted Towers,Wii,2009-01-01,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,Casual
12533,12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995-01-01,Platform,Epoch,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12534,12763,Myst,SAT,1994-01-01,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12535,12764,F1 2010,PC,2010-01-01,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,All Ages
12536,12765,Toaru Kagaku no Chou Denjihou,PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12537,12766,Starwinder: The Ultimate Space Race,PS,1996-01-01,Racing,Mindscape,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,All Ages
12538,12767,The Lost Chronicles of Zerzura,PC,2012-01-01,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,Casual
12539,12768,Ski Region Simulator,PC,2011-01-01,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12540,12769,Angelique Trois,PS2,2000-01-01,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12541,12770,Dreamer Series: Babysitter,DS,2009-01-01,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12542,12771,Diva Girls: Divas on Ice,DS,2009-01-01,Sports,505 Games,0.05,0.0,0.0,0.0,0.06,0.0006043756799226,General
12543,12772,Dance Dance Revolution: Mario Mix (JP sales),GC,2005-01-01,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06,0.0006043756799226,General
12544,12773,A-Train 6,PS2,2000-01-01,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12545,12774,Meitantei Conan: Tantei Ryoku Trainer,DS,2007-01-01,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12546,12775,MotoGP,GBA,2002-01-01,Racing,THQ,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,All Ages
12547,12776,ESPN International Winter Sports 2002,PS2,2002-01-01,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,0.0006043756799226,General
12548,12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12549,12778,KimiKiss (ebKore+),PS2,2008-01-01,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,Casual
12550,12779,Gold and Glory: The Road to El Dorado,PS,2000-01-01,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06,0.0006043756799226,Casual
12551,12780,NBA Live 07,XB,2006-01-01,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,General
12552,12781,Choro Q Marine: Q Boat,PS,1998-01-01,Racing,Takara,0.0,0.0,0.05,0.0,0.06,0.0006043756799226,All Ages
12553,12782,GunPey,PSP,2006-01-01,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06,0.0006043756799226,Casual
12554,12783,BattleBots: Beyond the BattleBox,GBA,2002-01-01,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Hardcore
12555,12784,MX vs. ATV Supercross Encore,PS4,2015-01-01,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,0.0006043756799226,General
12556,12785,Yuugen Gaisha Brave Company,3DS,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0006043756799226,General
12557,12786,Mighty Beanz: Pocket Puzzles,GBA,2004-01-01,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06,0.0006043756799226,Casual
